3.3968 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
64.1846 	EXP 	polygon: autoDraw = True
64.1846 	EXP 	polygon: autoDraw = True
64.1846 	EXP 	polygon: autoDraw = True
64.1846 	EXP 	polygon: autoDraw = True
64.1846 	EXP 	polygon: autoDraw = True
64.1846 	EXP 	polygon: autoDraw = True
64.2012 	EXP 	polygon: autoDraw = True
64.2012 	EXP 	polygon: autoDraw = True
64.2012 	EXP 	polygon: autoDraw = True
64.2012 	EXP 	polygon: autoDraw = True
64.2012 	EXP 	polygon: autoDraw = True
64.2012 	EXP 	polygon: autoDraw = True
64.2012 	EXP 	polygon: autoDraw = True
64.2179 	EXP 	polygon: autoDraw = True
64.2179 	EXP 	polygon: autoDraw = True
64.2179 	EXP 	polygon: autoDraw = True
64.2179 	EXP 	polygon: autoDraw = True
64.2179 	EXP 	polygon: autoDraw = True
64.2179 	EXP 	polygon: autoDraw = True
64.2179 	EXP 	polygon: autoDraw = True
64.2346 	EXP 	polygon: autoDraw = True
64.2346 	EXP 	polygon: autoDraw = True
64.2346 	EXP 	polygon: autoDraw = True
64.2346 	EXP 	polygon: autoDraw = True
64.2346 	EXP 	polygon: autoDraw = True
64.2346 	EXP 	polygon: autoDraw = True
64.2346 	EXP 	polygon: autoDraw = True
64.2513 	EXP 	polygon: autoDraw = True
64.2513 	EXP 	polygon: autoDraw = True
64.2513 	EXP 	polygon: autoDraw = True
64.2513 	EXP 	polygon: autoDraw = True
64.2513 	EXP 	polygon: autoDraw = True
64.2513 	EXP 	polygon: autoDraw = True
64.2513 	EXP 	polygon: autoDraw = True
64.2679 	EXP 	polygon: autoDraw = True
64.2679 	EXP 	polygon: autoDraw = True
64.2679 	EXP 	polygon: autoDraw = True
64.2679 	EXP 	polygon: autoDraw = True
64.2679 	EXP 	polygon: autoDraw = True
64.2679 	EXP 	polygon: autoDraw = True
64.2679 	EXP 	polygon: autoDraw = True
64.2845 	EXP 	polygon: autoDraw = True
64.2845 	EXP 	polygon: autoDraw = True
64.2845 	EXP 	polygon: autoDraw = True
64.2845 	EXP 	polygon: autoDraw = True
64.2845 	EXP 	polygon: autoDraw = True
64.2845 	EXP 	polygon: autoDraw = True
64.2845 	EXP 	polygon: autoDraw = True
64.3012 	EXP 	polygon: autoDraw = True
64.3012 	EXP 	polygon: autoDraw = True
64.3012 	EXP 	polygon: autoDraw = True
64.3012 	EXP 	polygon: autoDraw = True
64.3012 	EXP 	polygon: autoDraw = True
64.3012 	EXP 	polygon: autoDraw = True
64.3012 	EXP 	polygon: autoDraw = True
64.3178 	EXP 	polygon: autoDraw = True
64.3178 	EXP 	polygon: autoDraw = True
64.3178 	EXP 	polygon: autoDraw = True
64.3178 	EXP 	polygon: autoDraw = True
64.3178 	EXP 	polygon: autoDraw = True
64.3178 	EXP 	polygon: autoDraw = True
64.3178 	EXP 	polygon: autoDraw = True
64.3346 	EXP 	polygon: autoDraw = True
64.3346 	EXP 	polygon: autoDraw = True
64.3346 	EXP 	polygon: autoDraw = True
64.3346 	EXP 	polygon: autoDraw = True
64.3346 	EXP 	polygon: autoDraw = True
64.3346 	EXP 	polygon: autoDraw = True
64.3346 	EXP 	polygon: autoDraw = True
64.3512 	EXP 	polygon: autoDraw = True
64.3512 	EXP 	polygon: autoDraw = True
64.3512 	EXP 	polygon: autoDraw = True
64.3512 	EXP 	polygon: autoDraw = True
64.3512 	EXP 	polygon: autoDraw = True
64.3512 	EXP 	polygon: autoDraw = True
64.3512 	EXP 	polygon: autoDraw = True
64.3679 	EXP 	polygon: autoDraw = True
64.3679 	EXP 	polygon: autoDraw = True
64.3679 	EXP 	polygon: autoDraw = True
64.3679 	EXP 	polygon: autoDraw = True
64.3679 	EXP 	polygon: autoDraw = True
